订单编号,订单日期,供应商,产品类别,产品名称,数量,单价,总金额,区域,采购员,订单状态
PO-2025-00744,2025-01-30,长沙恒达电子科技,电子元器件,集成电路,295,149.98,44244.1,华北,杨洋,处理中
PO-2025-00745,2025-04-21,南京化工材料,原材料,铜线,280,14.48,4054.4,华东,陈静,已完成
PO-2025-00746,2025-09-27,杭州精密五金,机械零件,轴承,61,158.12,9645.32,西南,赵磊,已完成
PO-2025-00747,2025-11-23,重庆办公用品,办公用品,文件夹,301,116.78,35150.78,华南,赵磊,处理中
PO-2025-00748,2025-03-27,南京化工材料,原材料,铜线,355,105.78,37551.9,西北,赵磊,待审批
PO-2025-00749,2025-11-04,上海自动化设备,电子元器件,继电器,215,98.24,21121.6,西北,王芳,已完成
PO-2025-00750,2025-11-21,成都电气元件,电子元器件,集成电路,472,76.42,36070.24,华中,杨洋,已完成
PO-2025-00751,2025-10-09,武汉工具设备,工具耗材,切割片,175,123.64,21637.0,西南,刘强,已完成
PO-2025-00752,2025-01-18,西安包装材料,包装材料,缠绕膜,194,169.42,32867.48,华北,赵磊,已完成
PO-2025-00753,2025-04-24,北京信达办公,办公用品,笔记本,18,95.34,1716.12,华中,张明,已完成
PO-2025-00754,2025-09-19,苏州新材料科技,原材料,铜线,21,163.22,3427.62,西北,陈静,待审批
PO-2025-00755,2025-03-21,杭州精密五金,机械零件,导轨,484,125.78,60877.52,华东,张明,已完成
PO-2025-00756,2025-06-03,上海自动化设备,电子元器件,集成电路,197,169.55,33401.35,华南,刘强,已完成
PO-2025-00757,2025-09-05,深圳精密机械制造,机械零件,导轨,214,127.56,27297.84,华南,李华,处理中
PO-2025-00758,2025-06-03,上海自动化设备,电子元器件,传感器,432,171.29,73997.28,西北,李华,已完成
PO-2025-00759,2025-06-21,长沙恒达电子科技,电子元器件,连接器,423,117.38,49651.74,华东,张明,待审批
PO-2025-00760,2025-11-05,广州包装制品,包装材料,标签纸,223,158.44,35332.12,华东,刘强,处理中
PO-2025-00761,2025-06-13,长沙恒达电子科技,电子元器件,连接器,408,128.28,52338.24,华东,陈静,已完成
PO-2025-00762,2025-12-11,杭州精密五金,机械零件,导轨,86,74.23,6383.78,西北,刘强,已完成
PO-2025-00763,2025-05-29,西安包装材料,包装材料,标签纸,238,133.59,31794.42,西南,李华,已完成
PO-2025-00764,2025-05-15,武汉工具设备,工具耗材,螺丝刀,77,70.55,5432.35,华北,张明,已完成
PO-2025-00765,2025-09-04,深圳精密机械制造,机械零件,联轴器,266,98.7,26254.2,西北,王芳,处理中
PO-2025-00766,2025-09-26,杭州精密五金,机械零件,齿轮,259,88.65,22960.35,西南,刘强,已完成
PO-2025-00767,2025-10-22,苏州新材料科技,原材料,铝材,46,59.77,2749.42,华北,杨洋,已完成
PO-2025-00768,2025-06-26,深圳精密机械制造,机械零件,轴承,353,94.21,33256.13,华中,杨洋,已完成
PO-2025-00769,2025-08-15,南京化工材料,原材料,硅胶,22,173.7,3821.4,华南,杨洋,已完成
PO-2025-00770,2025-07-11,南京化工材料,原材料,铝材,235,15.4,3619.0,东北,刘强,已完成
PO-2025-00771,2025-11-14,上海自动化设备,电子元器件,连接器,446,20.65,9209.9,西北,张明,已完成
PO-2025-00772,2025-08-30,上海自动化设备,电子元器件,集成电路,17,68.34,1161.78,东北,李华,已完成
PO-2025-00773,2025-05-13,长沙恒达电子科技,电子元器件,集成电路,117,149.3,17468.1,华南,刘强,已完成
PO-2025-00774,2025-12-06,杭州精密五金,机械零件,联轴器,328,159.12,52191.36,华南,张明,已完成
PO-2025-00775,2025-11-13,杭州精密五金,机械零件,轴承,140,41.27,5777.8,华中,刘强,处理中
PO-2025-00776,2025-05-19,北京信达办公,办公用品,A4纸,248,119.41,29613.68,华东,李华,已完成
PO-2025-00777,2025-11-29,重庆办公用品,办公用品,订书机,194,159.65,30972.1,华东,陈静,待审批
PO-2025-00778,2025-09-06,武汉工具设备,工具耗材,螺丝刀,204,104.17,21250.68,西北,李华,待审批
PO-2025-00779,2025-12-31,南京化工材料,原材料,橡胶,55,46.31,2547.05,西南,周婷,已完成
PO-2025-00780,2025-03-22,长沙恒达电子科技,电子元器件,电阻器,136,184.84,25138.24,华中,杨洋,已完成
PO-2025-00781,2025-09-14,长沙恒达电子科技,电子元器件,集成电路,360,73.62,26503.2,西北,陈静,已完成
PO-2025-00782,2025-05-24,北京信达办公,办公用品,A4纸,330,49.72,16407.6,华北,张明,待审批
PO-2025-00783,2025-07-15,苏州新材料科技,原材料,铝材,184,188.95,34766.8,西北,王芳,已完成
PO-2025-00784,2025-10-21,杭州精密五金,机械零件,弹簧,323,189.19,61108.37,西北,刘强,已完成
PO-2025-00785,2025-04-16,上海自动化设备,电子元器件,传感器,169,173.28,29284.32,华中,周婷,已完成
PO-2025-00786,2025-06-08,重庆办公用品,办公用品,文件夹,307,101.72,31228.04,东北,刘强,待审批
PO-2025-00787,2025-03-16,西安包装材料,包装材料,珍珠棉,470,94.29,44316.3,华南,赵磊,已取消
PO-2025-00788,2025-03-16,重庆办公用品,办公用品,笔记本,479,32.95,15783.05,华东,李华,已完成
PO-2025-00789,2025-11-23,西安包装材料,包装材料,纸箱,401,59.09,23695.09,华北,赵磊,已完成
PO-2025-00790,2025-11-10,西安包装材料,包装材料,缠绕膜,87,138.09,12013.83,华东,王芳,已完成
PO-2025-00791,2025-01-14,南京化工材料,原材料,铜线,320,129.44,41420.8,华南,刘强,已完成
PO-2025-00792,2025-07-11,广州包装制品,包装材料,纸箱,362,133.51,48330.62,华南,周婷,处理中
PO-2025-00793,2025-07-29,上海自动化设备,电子元器件,传感器,261,92.53,24150.33,华南,刘强,已完成
PO-2025-00794,2025-02-03,长沙恒达电子科技,电子元器件,集成电路,496,85.54,42427.84,西北,刘强,处理中
PO-2025-00795,2025-05-07,上海自动化设备,电子元器件,传感器,453,119.06,53934.18,西北,杨洋,待审批
PO-2025-00796,2025-07-21,武汉工具设备,工具耗材,焊锡丝,407,13.16,5356.12,西北,赵磊,处理中
PO-2025-00797,2025-08-20,南京化工材料,原材料,硅胶,302,135.29,40857.58,西南,张明,已完成
PO-2025-00798,2025-01-21,成都电气元件,电子元器件,电阻器,459,229.07,105143.13,西南,赵磊,已取消
PO-2025-00799,2025-07-23,杭州精密五金,机械零件,联轴器,274,166.54,45631.96,华东,刘强,已完成
PO-2025-00800,2025-03-14,北京信达办公,办公用品,墨盒,246,33.72,8295.12,华中,张明,已完成
PO-2025-00801,2025-10-27,成都电气元件,电子元器件,连接器,241,26.03,6273.23,西南,李华,已完成
PO-2025-00802,2025-08-21,西安包装材料,包装材料,封箱胶带,79,71.85,5676.15,华中,周婷,已完成
PO-2025-00803,2025-12-21,南京化工材料,原材料,硅胶,468,49.7,23259.6,华北,李华,已完成
PO-2025-00804,2025-12-28,重庆办公用品,办公用品,订书机,417,34.02,14186.34,西北,李华,已完成
PO-2025-00805,2025-09-19,成都电气元件,电子元器件,连接器,195,24.88,4851.6,西北,赵磊,处理中
PO-2025-00806,2025-10-17,南京化工材料,原材料,铝材,203,125.8,25537.4,华东,王芳,待审批
PO-2025-00807,2025-06-08,重庆办公用品,办公用品,文件夹,93,160.47,14923.71,华南,张明,已完成
PO-2025-00808,2025-01-02,西安包装材料,包装材料,标签纸,157,111.9,17568.3,华东,王芳,已取消
PO-2025-00809,2025-01-03,南京化工材料,原材料,铜线,16,105.77,1692.32,东北,周婷,已完成
PO-2025-00810,2025-08-15,南京化工材料,原材料,塑料颗粒,131,52.97,6939.07,西北,周婷,已完成
PO-2025-00811,2025-10-13,深圳精密机械制造,机械零件,导轨,317,6.91,2190.47,西南,陈静,已完成
PO-2025-00812,2025-01-17,苏州新材料科技,原材料,钢材,104,35.61,3703.44,西北,杨洋,已完成
PO-2025-00813,2025-08-02,重庆办公用品,办公用品,笔记本,439,112.83,49532.37,华中,李华,已完成
PO-2025-00814,2025-10-24,上海自动化设备,电子元器件,电容器,354,57.43,20330.22,西北,王芳,已取消
PO-2025-00815,2025-02-04,广州包装制品,包装材料,纸箱,57,131.63,7502.91,华中,杨洋,待审批
PO-2025-00816,2025-05-21,武汉工具设备,工具耗材,测量尺,43,62.1,2670.3,华南,李华,已完成
PO-2025-00817,2025-02-25,广州包装制品,包装材料,封箱胶带,221,91.21,20157.41,西北,刘强,已完成
PO-2025-00818,2025-11-06,南京化工材料,原材料,硅胶,332,121.12,40211.84,华东,周婷,处理中
PO-2025-00819,2025-11-16,西安包装材料,包装材料,缠绕膜,228,108.88,24824.64,华中,陈静,已完成
PO-2025-00820,2025-04-03,广州包装制品,包装材料,泡沫,324,97.51,31593.24,西南,周婷,已完成
PO-2025-00821,2025-08-27,南京化工材料,原材料,铝材,372,69.04,25682.88,华南,张明,已完成
PO-2025-00822,2025-06-20,重庆办公用品,办公用品,A4纸,387,156.74,60658.38,东北,赵磊,已完成
PO-2025-00823,2025-05-11,广州包装制品,包装材料,封箱胶带,422,109.92,46386.24,华东,刘强,已完成
PO-2025-00824,2025-06-20,深圳精密机械制造,机械零件,螺栓,163,114.18,18611.34,华中,张明,已完成
PO-2025-00825,2025-06-23,广州包装制品,包装材料,标签纸,380,98.55,37449.0,华东,王芳,已完成
PO-2025-00826,2025-11-18,重庆办公用品,办公用品,笔,479,89.73,42980.67,华东,王芳,已完成
PO-2025-00827,2025-01-29,成都电气元件,电子元器件,继电器,468,80.9,37861.2,东北,赵磊,待审批
PO-2025-00828,2025-12-17,杭州精密五金,机械零件,螺栓,299,158.08,47265.92,华中,张明,已完成
PO-2025-00829,2025-07-12,广州包装制品,包装材料,缠绕膜,43,164.96,7093.28,华中,张明,已完成
PO-2025-00830,2025-03-01,重庆办公用品,办公用品,笔记本,441,34.37,15157.17,西南,赵磊,已完成
PO-2025-00831,2025-09-12,北京信达办公,办公用品,订书机,449,59.69,26800.81,华东,陈静,已完成
PO-2025-00832,2025-03-31,苏州新材料科技,原材料,铜线,241,175.08,42194.28,华中,刘强,已完成
PO-2025-00833,2025-01-13,深圳精密机械制造,机械零件,螺栓,411,13.52,5556.72,华南,李华,已完成
PO-2025-00834,2025-03-15,成都电气元件,电子元器件,继电器,88,48.4,4259.2,华北,陈静,处理中
PO-2025-00835,2025-09-25,深圳精密机械制造,机械零件,导轨,356,218.44,77764.64,华南,张明,已完成
PO-2025-00836,2025-01-24,深圳精密机械制造,机械零件,轴承,169,205.49,34727.81,西北,李华,已完成
PO-2025-00837,2025-06-09,深圳精密机械制造,机械零件,导轨,402,146.85,59033.7,华中,张明,已完成
PO-2025-00838,2025-08-14,重庆办公用品,办公用品,文件夹,174,40.58,7060.92,华中,陈静,已完成
PO-2025-00839,2025-11-15,重庆办公用品,办公用品,A4纸,149,31.39,4677.11,华中,李华,已完成
PO-2025-00840,2025-12-27,杭州精密五金,机械零件,导轨,62,48.91,3032.42,华中,杨洋,已完成
PO-2025-00841,2025-01-26,北京信达办公,办公用品,笔记本,135,34.56,4665.6,华中,杨洋,已完成
PO-2025-00842,2025-02-14,上海自动化设备,电子元器件,电阻器,251,172.08,43192.08,华东,李华,已完成
PO-2025-00843,2025-06-09,武汉工具设备,工具耗材,焊锡丝,101,142.41,14383.41,西南,周婷,已完成
PO-2025-00844,2025-08-27,广州包装制品,包装材料,泡沫,375,129.96,48735.0,东北,李华,已取消
PO-2025-00845,2025-06-08,南京化工材料,原材料,铝材,57,183.13,10438.41,西北,周婷,已完成
PO-2025-00846,2025-03-15,重庆办公用品,办公用品,订书机,373,142.11,53007.03,华北,刘强,待审批
PO-2025-00847,2025-06-16,南京化工材料,原材料,铜线,477,84.98,40535.46,华南,杨洋,处理中
PO-2025-00848,2025-03-29,成都电气元件,电子元器件,传感器,25,20.41,510.25,华东,杨洋,已完成
PO-2025-00849,2025-02-24,北京信达办公,办公用品,墨盒,319,105.36,33609.84,西南,李华,已完成
PO-2025-00850,2025-07-31,广州包装制品,包装材料,封箱胶带,342,16.01,5475.42,华中,周婷,已完成
PO-2025-00851,2025-04-17,苏州新材料科技,原材料,橡胶,134,117.44,15736.96,华北,赵磊,已完成
PO-2025-00852,2025-05-01,西安包装材料,包装材料,封箱胶带,230,138.99,31967.7,华北,杨洋,已完成
PO-2025-00853,2025-11-02,上海自动化设备,电子元器件,连接器,352,19.18,6751.36,西北,周婷,已完成
PO-2025-00854,2025-07-27,成都电气元件,电子元器件,集成电路,294,27.65,8129.1,华北,王芳,已完成
PO-2025-00855,2025-11-27,深圳精密机械制造,机械零件,导轨,65,152.54,9915.1,西南,赵磊,已完成
PO-2025-00856,2025-12-05,重庆办公用品,办公用品,A4纸,56,43.64,2443.84,华南,张明,处理中
PO-2025-00857,2025-12-15,上海自动化设备,电子元器件,传感器,282,58.75,16567.5,西南,周婷,已完成
PO-2025-00858,2025-08-11,广州包装制品,包装材料,缠绕膜,301,135.91,40908.91,西北,陈静,待审批
PO-2025-00859,2025-05-31,西安包装材料,包装材料,缠绕膜,55,104.4,5742.0,西南,赵磊,处理中
PO-2025-00860,2025-07-03,长沙恒达电子科技,电子元器件,集成电路,471,112.03,52766.13,华东,张明,处理中
PO-2025-00861,2025-12-31,深圳精密机械制造,机械零件,螺栓,453,12.19,5522.07,华北,赵磊,已完成
PO-2025-00862,2025-04-07,武汉工具设备,工具耗材,焊锡丝,205,89.86,18421.3,华南,王芳,已完成
PO-2025-00863,2025-12-10,杭州精密五金,机械零件,联轴器,441,200.1,88244.1,东北,赵磊,已完成
PO-2025-00864,2025-09-07,上海自动化设备,电子元器件,电容器,15,18.04,270.6,华东,王芳,处理中
PO-2025-00865,2025-12-23,重庆办公用品,办公用品,笔,79,19.79,1563.41,西北,赵磊,待审批
PO-2025-00866,2025-08-19,南京化工材料,原材料,塑料颗粒,329,44.87,14762.23,西南,赵磊,已完成
PO-2025-00867,2025-05-02,武汉工具设备,工具耗材,电钻头,125,41.23,5153.75,西南,张明,已完成
PO-2025-00868,2025-01-20,西安包装材料,包装材料,封箱胶带,147,74.9,11010.3,西南,杨洋,已完成
PO-2025-00869,2025-02-10,南京化工材料,原材料,塑料颗粒,370,86.1,31857.0,西南,周婷,已取消
PO-2025-00870,2025-02-10,上海自动化设备,电子元器件,连接器,384,102.27,39271.68,东北,陈静,已完成
PO-2025-00871,2025-10-04,杭州精密五金,机械零件,导轨,55,57.05,3137.75,西北,李华,已完成
PO-2025-00872,2025-09-20,南京化工材料,原材料,铜线,323,17.13,5532.99,华中,张明,已完成
PO-2025-00873,2025-01-19,成都电气元件,电子元器件,继电器,385,80.09,30834.65,华中,陈静,已完成
PO-2025-00874,2025-08-31,西安包装材料,包装材料,封箱胶带,393,56.58,22235.94,东北,陈静,已完成
PO-2025-00875,2025-02-12,南京化工材料,原材料,铝材,303,16.87,5111.61,华中,张明,已完成
PO-2025-00876,2025-05-24,上海自动化设备,电子元器件,继电器,49,162.48,7961.52,华中,陈静,已完成
PO-2025-00877,2025-03-19,北京信达办公,办公用品,墨盒,17,134.62,2288.54,西南,王芳,待审批
PO-2025-00878,2025-09-28,重庆办公用品,办公用品,笔,199,149.53,29756.47,华中,刘强,已完成
PO-2025-00879,2025-07-31,长沙恒达电子科技,电子元器件,集成电路,53,193.63,10262.39,西南,王芳,处理中
PO-2025-00880,2025-06-26,武汉工具设备,工具耗材,螺丝刀,348,90.84,31612.32,西北,王芳,已完成
PO-2025-00881,2025-07-24,长沙恒达电子科技,电子元器件,连接器,145,152.32,22086.4,华东,张明,已完成
PO-2025-00882,2025-12-28,成都电气元件,电子元器件,集成电路,253,173.07,43786.71,东北,刘强,已完成
PO-2025-00883,2025-08-18,武汉工具设备,工具耗材,焊锡丝,144,33.3,4795.2,东北,赵磊,已完成
PO-2025-00884,2025-09-30,武汉工具设备,工具耗材,切割片,171,192.54,32924.34,西北,张明,已完成
PO-2025-00885,2025-05-17,重庆办公用品,办公用品,墨盒,499,156.06,77873.94,西南,陈静,已完成
PO-2025-00886,2025-10-29,深圳精密机械制造,机械零件,螺栓,345,130.81,45129.45,华北,刘强,处理中
PO-2025-00887,2025-12-11,苏州新材料科技,原材料,橡胶,182,144.01,26209.82,华南,杨洋,已完成
PO-2025-00888,2025-06-29,长沙恒达电子科技,电子元器件,电阻器,16,85.19,1363.04,西南,李华,已完成
PO-2025-00889,2025-01-30,苏州新材料科技,原材料,硅胶,155,56.83,8808.65,华东,张明,已完成
PO-2025-00890,2025-03-03,南京化工材料,原材料,硅胶,467,188.06,87824.02,西南,李华,处理中
PO-2025-00891,2025-12-23,深圳精密机械制造,机械零件,导轨,76,86.14,6546.64,东北,王芳,待审批
PO-2025-00892,2025-05-22,上海自动化设备,电子元器件,集成电路,160,91.25,14600.0,华东,周婷,待审批
PO-2025-00893,2025-02-07,武汉工具设备,工具耗材,切割片,472,135.18,63804.96,东北,杨洋,已完成
PO-2025-00894,2025-05-16,北京信达办公,办公用品,A4纸,205,72.7,14903.5,华东,陈静,已取消
PO-2025-00895,2025-09-09,上海自动化设备,电子元器件,传感器,45,95.84,4312.8,华南,赵磊,已完成
PO-2025-00896,2025-05-13,深圳精密机械制造,机械零件,齿轮,286,170.39,48731.54,华南,李华,待审批
PO-2025-00897,2025-01-10,深圳精密机械制造,机械零件,轴承,47,20.6,968.2,西北,陈静,处理中
PO-2025-00898,2025-12-25,成都电气元件,电子元器件,电容器,344,149.35,51376.4,华东,赵磊,已完成
PO-2025-00899,2025-07-26,广州包装制品,包装材料,标签纸,304,4.86,1477.44,西北,周婷,已完成
PO-2025-00900,2025-10-02,西安包装材料,包装材料,纸箱,286,43.16,12343.76,华北,周婷,已完成
PO-2025-00901,2025-06-24,广州包装制品,包装材料,缠绕膜,359,54.44,19543.96,华东,李华,已完成
PO-2025-00902,2025-01-21,深圳精密机械制造,机械零件,联轴器,399,169.92,67798.08,西北,刘强,已完成
PO-2025-00903,2025-07-03,武汉工具设备,工具耗材,切割片,107,63.28,6770.96,华北,李华,已完成
PO-2025-00904,2025-04-09,成都电气元件,电子元器件,电阻器,463,147.65,68361.95,西北,刘强,已完成
PO-2025-00905,2025-11-26,长沙恒达电子科技,电子元器件,连接器,313,51.5,16119.5,华北,李华,处理中
PO-2025-00906,2025-01-09,北京信达办公,办公用品,笔,283,173.85,49199.55,东北,周婷,已取消
PO-2025-00907,2025-04-19,长沙恒达电子科技,电子元器件,集成电路,38,70.86,2692.68,西北,张明,已完成
PO-2025-00908,2025-04-30,重庆办公用品,办公用品,订书机,277,86.83,24051.91,西北,王芳,处理中
PO-2025-00909,2025-11-13,深圳精密机械制造,机械零件,轴承,386,35.87,13845.82,西北,张明,已完成
PO-2025-00910,2025-06-07,长沙恒达电子科技,电子元器件,电容器,369,131.51,48527.19,华东,王芳,已完成
PO-2025-00911,2025-02-24,深圳精密机械制造,机械零件,联轴器,322,42.11,13559.42,西南,李华,处理中
PO-2025-00912,2025-08-07,深圳精密机械制造,机械零件,联轴器,314,176.92,55552.88,华南,李华,处理中
PO-2025-00913,2025-04-20,广州包装制品,包装材料,珍珠棉,357,70.88,25304.16,华东,王芳,已完成
PO-2025-00914,2025-08-01,长沙恒达电子科技,电子元器件,继电器,98,70.42,6901.16,华东,陈静,已完成
PO-2025-00915,2025-01-21,上海自动化设备,电子元器件,连接器,199,107.27,21346.73,华北,刘强,待审批
PO-2025-00916,2025-01-09,上海自动化设备,电子元器件,电阻器,415,161.72,67113.8,西南,赵磊,处理中
PO-2025-00917,2025-09-01,成都电气元件,电子元器件,电阻器,13,7.37,95.81,华东,陈静,已完成
PO-2025-00918,2025-03-31,西安包装材料,包装材料,泡沫,115,28.95,3329.25,华中,周婷,已完成
PO-2025-00919,2025-02-15,南京化工材料,原材料,硅胶,29,135.83,3939.07,西北,周婷,已完成
PO-2025-00920,2025-09-29,重庆办公用品,办公用品,墨盒,188,79.73,14989.24,西南,刘强,已完成
PO-2025-00921,2025-11-17,深圳精密机械制造,机械零件,导轨,195,190.56,37159.2,西南,刘强,已完成
PO-2025-00922,2025-08-31,重庆办公用品,办公用品,文件夹,151,14.12,2132.12,华东,王芳,已完成
PO-2025-00923,2025-05-26,成都电气元件,电子元器件,电容器,91,156.03,14198.73,华东,张明,已完成
PO-2025-00924,2025-01-27,苏州新材料科技,原材料,塑料颗粒,138,73.7,10170.6,东北,周婷,已完成
PO-2025-00925,2025-05-01,杭州精密五金,机械零件,齿轮,90,170.82,15373.8,华北,李华,已完成
PO-2025-00926,2025-06-16,西安包装材料,包装材料,标签纸,313,103.89,32517.57,华北,刘强,处理中
PO-2025-00927,2025-07-12,苏州新材料科技,原材料,钢材,176,51.89,9132.64,华南,赵磊,待审批
PO-2025-00928,2025-11-09,苏州新材料科技,原材料,钢材,251,125.05,31387.55,华东,赵磊,已完成
PO-2025-00929,2025-05-19,成都电气元件,电子元器件,电容器,208,89.5,18616.0,华北,刘强,已完成
PO-2025-00930,2025-02-26,苏州新材料科技,原材料,铜线,75,11.82,886.5,西南,张明,已完成
PO-2025-00931,2025-11-06,成都电气元件,电子元器件,传感器,224,44.14,9887.36,华中,刘强,待审批
PO-2025-00932,2025-09-25,上海自动化设备,电子元器件,连接器,497,118.04,58665.88,华南,刘强,已完成
PO-2025-00933,2025-08-08,成都电气元件,电子元器件,电容器,312,111.93,34922.16,华北,陈静,已完成
PO-2025-00934,2025-10-30,西安包装材料,包装材料,泡沫,136,60.56,8236.16,西南,刘强,待审批
PO-2025-00935,2025-09-16,上海自动化设备,电子元器件,继电器,469,5.69,2668.61,华东,张明,已取消
PO-2025-00936,2025-05-04,长沙恒达电子科技,电子元器件,传感器,281,81.89,23011.09,东北,李华,已完成
PO-2025-00937,2025-03-09,深圳精密机械制造,机械零件,导轨,395,8.16,3223.2,西北,赵磊,待审批
PO-2025-00938,2025-06-06,广州包装制品,包装材料,缠绕膜,132,111.6,14731.2,华东,张明,已完成
PO-2025-00939,2025-08-26,上海自动化设备,电子元器件,连接器,245,163.68,40101.6,西北,张明,已取消
PO-2025-00940,2025-12-27,上海自动化设备,电子元器件,连接器,217,39.01,8465.17,东北,杨洋,已完成
PO-2025-00941,2025-06-01,重庆办公用品,办公用品,A4纸,450,117.14,52713.0,华北,杨洋,已完成
PO-2025-00942,2025-02-11,武汉工具设备,工具耗材,电钻头,367,189.49,69542.83,西南,刘强,处理中
PO-2025-00943,2025-02-26,南京化工材料,原材料,铜线,386,209.2,80751.2,西南,杨洋,待审批
PO-2025-00944,2025-10-14,武汉工具设备,工具耗材,电钻头,248,125.73,31181.04,华中,杨洋,已完成
PO-2025-00945,2025-05-03,西安包装材料,包装材料,纸箱,297,126.12,37457.64,华南,王芳,已取消
PO-2025-00946,2025-04-26,杭州精密五金,机械零件,轴承,342,106.17,36310.14,东北,刘强,处理中
PO-2025-00947,2025-02-02,广州包装制品,包装材料,缠绕膜,469,48.56,22774.64,西北,赵磊,已完成
PO-2025-00948,2025-09-30,广州包装制品,包装材料,缠绕膜,241,84.84,20446.44,西南,李华,已完成
PO-2025-00949,2025-12-21,重庆办公用品,办公用品,笔记本,470,57.03,26804.1,西南,杨洋,处理中
PO-2025-00950,2025-04-02,深圳精密机械制造,机械零件,齿轮,466,195.11,90921.26,华东,李华,已完成
PO-2025-00951,2025-04-15,北京信达办公,办公用品,A4纸,65,33.42,2172.3,华东,王芳,已完成
PO-2025-00952,2025-08-04,杭州精密五金,机械零件,弹簧,21,67.14,1409.94,西北,王芳,已完成
PO-2025-00953,2025-04-29,成都电气元件,电子元器件,连接器,340,10.57,3593.8,华南,李华,已完成
PO-2025-00954,2025-12-07,杭州精密五金,机械零件,弹簧,181,92.1,16670.1,华中,杨洋,已完成
PO-2025-00955,2025-06-06,西安包装材料,包装材料,封箱胶带,441,98.52,43447.32,华北,陈静,已完成
PO-2025-00956,2025-05-26,上海自动化设备,电子元器件,集成电路,126,94.46,11901.96,华中,张明,已完成
PO-2025-00957,2025-03-31,成都电气元件,电子元器件,电容器,326,212.99,69434.74,西北,陈静,已完成
PO-2025-00958,2025-01-22,西安包装材料,包装材料,珍珠棉,473,118.75,56168.75,华南,王芳,已完成
PO-2025-00959,2025-12-29,广州包装制品,包装材料,封箱胶带,74,77.33,5722.42,华中,王芳,已完成
PO-2025-00960,2025-03-25,长沙恒达电子科技,电子元器件,连接器,172,195.71,33662.12,华南,杨洋,已完成
PO-2025-00961,2025-08-23,杭州精密五金,机械零件,螺栓,72,199.24,14345.28,华北,周婷,处理中
PO-2025-00962,2025-06-01,广州包装制品,包装材料,泡沫,12,165.05,1980.6,西南,杨洋,已完成
PO-2025-00963,2025-08-15,成都电气元件,电子元器件,集成电路,493,174.87,86210.91,西南,王芳,处理中
PO-2025-00964,2025-03-01,广州包装制品,包装材料,珍珠棉,67,125.52,8409.84,华东,王芳,已完成
PO-2025-00965,2025-06-17,北京信达办公,办公用品,A4纸,215,112.88,24269.2,华南,周婷,已完成
PO-2025-00966,2025-05-23,长沙恒达电子科技,电子元器件,继电器,338,43.05,14550.9,西南,刘强,处理中
PO-2025-00967,2025-07-21,苏州新材料科技,原材料,钢材,52,115.49,6005.48,华北,李华,已取消
PO-2025-00968,2025-07-04,苏州新材料科技,原材料,塑料颗粒,172,128.75,22145.0,西南,张明,待审批
PO-2025-00969,2025-05-26,武汉工具设备,工具耗材,螺丝刀,376,171.49,64480.24,华中,赵磊,已完成
PO-2025-00970,2025-08-16,广州包装制品,包装材料,缠绕膜,167,166.27,27767.09,东北,李华,已完成
PO-2025-00971,2025-08-01,西安包装材料,包装材料,标签纸,421,80.33,33818.93,华南,赵磊,处理中
PO-2025-00972,2025-09-26,上海自动化设备,电子元器件,继电器,316,20.7,6541.2,华南,陈静,已完成
PO-2025-00973,2025-07-29,广州包装制品,包装材料,纸箱,487,163.39,79570.93,东北,赵磊,已完成
PO-2025-00974,2025-07-15,重庆办公用品,办公用品,墨盒,222,35.98,7987.56,华北,王芳,已完成
PO-2025-00975,2025-06-05,北京信达办公,办公用品,笔记本,261,11.91,3108.51,东北,陈静,处理中
PO-2025-00976,2025-06-03,成都电气元件,电子元器件,继电器,388,109.68,42555.84,华东,张明,已完成
PO-2025-00977,2025-09-09,重庆办公用品,办公用品,订书机,251,26.88,6746.88,西北,陈静,已完成
PO-2025-00978,2025-02-04,西安包装材料,包装材料,珍珠棉,135,9.28,1252.8,东北,陈静,已完成
PO-2025-00979,2025-11-18,南京化工材料,原材料,硅胶,195,132.5,25837.5,西南,赵磊,待审批
PO-2025-00980,2025-03-25,重庆办公用品,办公用品,笔,365,151.4,55261.0,华中,张明,处理中
PO-2025-00981,2025-01-28,南京化工材料,原材料,钢材,84,75.42,6335.28,西北,王芳,已完成
PO-2025-00982,2025-09-29,北京信达办公,办公用品,墨盒,224,116.16,26019.84,华中,张明,已完成
PO-2025-00983,2025-11-03,重庆办公用品,办公用品,A4纸,273,39.37,10748.01,西北,王芳,处理中
PO-2025-00984,2025-12-24,上海自动化设备,电子元器件,继电器,175,166.37,29114.75,东北,陈静,已完成
PO-2025-00985,2025-09-23,西安包装材料,包装材料,缠绕膜,59,96.11,5670.49,华中,王芳,已完成
PO-2025-00986,2025-03-21,北京信达办公,办公用品,墨盒,408,89.6,36556.8,华中,王芳,已完成
PO-2025-00987,2025-02-09,杭州精密五金,机械零件,齿轮,435,45.08,19609.8,西南,李华,已完成
PO-2025-00988,2025-03-13,深圳精密机械制造,机械零件,齿轮,482,9.23,4448.86,华中,陈静,已完成
PO-2025-00989,2025-01-15,成都电气元件,电子元器件,继电器,277,176.98,49023.46,华中,王芳,处理中
PO-2025-00990,2025-06-07,西安包装材料,包装材料,纸箱,123,26.49,3258.27,西北,王芳,已完成
PO-2025-00991,2025-09-05,上海自动化设备,电子元器件,电容器,76,186.5,14174.0,华北,李华,已完成
PO-2025-00992,2025-05-10,武汉工具设备,工具耗材,扳手,110,26.02,2862.2,东北,张明,已完成
